,assignment_id,img_id,answer_correct,explanation_ours,expl_score_ours,confusing_ours,incorrect_ours,insufficient_ours,explanation_gt,expl_score_gt,confusing_gt,incorrect_gt,insufficient_gt,prefer_ours,prefer_gt,prefer_none
selected,3HMIGG0U4MIAMN27WYZYW5ZMMT8Y8U,7784556300.jpg#0r1c,True,the people cannot be jogging and riding bikes at the same time,1,False,False,False,there are no jogging in a bicycle race,0.6666666666666666,False,False,False,True,False,False
selected,3HMIGG0U4MIAMN27WYZYW5ZMMT8Y8U,4971484184.jpg#1r1c,True,the woman cannot be fully clothed if she is wearing a white dress,0.3333333333333333,True,True,False,being half naked is not the same as fully clothed,1.0,True,True,False,False,True,False
selected,3HMIGG0U4MIAMN27WYZYW5ZMMT8Y8U,3194533056.jpg#1r1c,True,the people cannot be sitting and standing at the same time,1,False,False,False,people cannot be dancing and sitting at the same time,1.0,False,False,False,True,False,False
selected,3ND9UOO81LE1CPRQBMQEGD0CVM2LW1,135444196.jpg#1r1n,True,a woman walking down the street is not assumed to be going to an interview,0.6666666666666666,False,False,True,"the woman is walking down the street, but is in clothing that wold not be suited for an interview, and so she might be going somewhere else",0.6666666666666666,False,False,True,False,False,True
selected,3ND9UOO81LE1CPRQBMQEGD0CVM2LW1,125635185.jpg#0r3c,True,the children cannot be playing a board game and swinging on a barrel at the same time,1,False,False,False,children cannot be playing outdoors and playing a board game at the same time,0.3333333333333333,False,False,False,True,False,False
selected,3ND9UOO81LE1CPRQBMQEGD0CVM2LW1,7784556300.jpg#0r1c,True,the people cannot be jogging and riding bikes at the same time,1,False,False,False,there are no jogging in a bicycle race,1.0,False,False,False,True,False,False
selected,3ND9UOO81LE1CPRQBMQEGD0CVM2LW1,4971484184.jpg#1r1c,True,the woman cannot be fully clothed if she is wearing a white dress,0,False,True,True,being half naked is not the same as fully clothed,1.0,False,True,True,False,True,False
selected,3ND9UOO81LE1CPRQBMQEGD0CVM2LW1,3194533056.jpg#1r1c,True,the people cannot be sitting and standing at the same time,1,False,False,False,people cannot be dancing and sitting at the same time,1.0,False,False,False,False,False,True
selected,3X1FV8S5JY38B8DKALO2HJCQSTUGVQ,125635185.jpg#0r3c,True,the children cannot be playing a board game and swinging on a barrel at the same time,1,False,False,False,children cannot be playing outdoors and playing a board game at the same time,1.0,False,False,False,False,True,False
selected,3X1FV8S5JY38B8DKALO2HJCQSTUGVQ,7784556300.jpg#0r1c,True,the people cannot be jogging and riding bikes at the same time,1,False,False,False,there are no jogging in a bicycle race,1.0,False,False,False,True,False,False
selected,3X1FV8S5JY38B8DKALO2HJCQSTUGVQ,4971484184.jpg#1r1c,True,the woman cannot be fully clothed if she is wearing a white dress,0.3333333333333333,False,True,False,being half naked is not the same as fully clothed,1.0,False,True,False,False,True,False
selected,3X1FV8S5JY38B8DKALO2HJCQSTUGVQ,3194533056.jpg#1r1c,True,the people cannot be sitting and standing at the same time,1,False,False,False,people cannot be dancing and sitting at the same time,0.3333333333333333,False,False,False,True,False,False
selected,3OWEPKL08AOCAATAFRYH1P5K7NK7N8,7784556300.jpg#0r1c,True,the people cannot be jogging and riding bikes at the same time,1,False,False,False,there are no jogging in a bicycle race,1.0,False,False,False,False,True,False
selected,3OWEPKL08AOCAATAFRYH1P5K7NK7N8,3194533056.jpg#1r1c,True,the people cannot be sitting and standing at the same time,1,False,False,False,people cannot be dancing and sitting at the same time,1.0,False,False,False,False,True,False
selected,3DQQ64TANHXR3A6O3EJLXU9W0W0WP7,125635185.jpg#0r3c,True,the children cannot be playing a board game and swinging on a barrel at the same time,1,False,False,False,children cannot be playing outdoors and playing a board game at the same time,1.0,False,False,False,True,False,False
selected,3DQQ64TANHXR3A6O3EJLXU9W0W0WP7,7784556300.jpg#0r1c,True,the people cannot be jogging and riding bikes at the same time,1,False,False,False,there are no jogging in a bicycle race,1.0,False,False,False,False,True,False
selected,3DQQ64TANHXR3A6O3EJLXU9W0W0WP7,3194533056.jpg#1r1c,True,the people cannot be sitting and standing at the same time,1,False,False,False,people cannot be dancing and sitting at the same time,1.0,False,False,False,True,False,False
selected,3MYYFCXHJ4J9HVU5QPNF8TCDFBDG4Y,6053720349.jpg#4r1c,True,a baby is not a man,1,False,False,False,a baby is not a man and a suitcase is not a hot dog,1.0,False,False,False,False,False,True
selected,3MYYFCXHJ4J9HVU5QPNF8TCDFBDG4Y,1606988704.jpg#4r2n,True,just because the children are in a field doesn't mean they are visiting a farm,1,False,False,False,"three children are playing with hay, but we cannot say for sure if it is a farm",1.0,False,False,False,False,False,True
selected,3MYYFCXHJ4J9HVU5QPNF8TCDFBDG4Y,160566014.jpg#0r5c,True,the people cannot be sitting on the back of a car and reading the newspaper at the park simultaneously,0,False,False,True,sitting on a car is different from reading a newspaper at the park,1.0,False,False,True,False,True,False
selected,3MYYFCXHJ4J9HVU5QPNF8TCDFBDG4Y,3560502528.jpg#1r1c,True,the bike is either red or green,1,False,False,False,the bike is either red or green,1.0,False,False,False,False,False,True
selected,3MYYFCXHJ4J9HVU5QPNF8TCDFBDG4Y,618771382.jpg#4r1e,True,two girls are standing in front of an american flag,1,False,False,False,two girls in front of a flag is the same as two girls in front of a flag,0.3333333333333333,False,False,False,True,False,False
selected,3QILPRALQ67GAOYTPWQNFP1FI6WN8F,6053720349.jpg#4r1c,True,a baby is not a man,0.3333333333333333,True,False,False,a baby is not a man and a suitcase is not a hot dog,1.0,True,False,False,False,True,False
selected,3QILPRALQ67GAOYTPWQNFP1FI6WN8F,160566014.jpg#0r5c,True,the people cannot be sitting on the back of a car and reading the newspaper at the park simultaneously,0,True,False,False,sitting on a car is different from reading a newspaper at the park,0.0,True,False,False,False,False,True
selected,3QILPRALQ67GAOYTPWQNFP1FI6WN8F,3560502528.jpg#1r1c,True,the bike is either red or green,0,False,True,False,the bike is either red or green,0.0,False,True,False,False,False,True
selected,3QILPRALQ67GAOYTPWQNFP1FI6WN8F,618771382.jpg#4r1e,True,two girls are standing in front of an american flag,1,False,False,False,two girls in front of a flag is the same as two girls in front of a flag,0.0,False,False,False,True,False,False
selected,39K0FND3AIROBU68ATV1Y1IA36WMAW,6053720349.jpg#4r1c,True,a baby is not a man,1,False,False,False,a baby is not a man and a suitcase is not a hot dog,1.0,False,False,False,False,False,True
selected,39K0FND3AIROBU68ATV1Y1IA36WMAW,160566014.jpg#0r5c,True,the people cannot be sitting on the back of a car and reading the newspaper at the park simultaneously,0.6666666666666666,False,False,False,sitting on a car is different from reading a newspaper at the park,0.6666666666666666,False,False,False,False,False,True
selected,39K0FND3AIROBU68ATV1Y1IA36WMAW,3560502528.jpg#1r1c,True,the bike is either red or green,1,False,False,False,the bike is either red or green,1.0,False,False,False,False,False,True
selected,39K0FND3AIROBU68ATV1Y1IA36WMAW,618771382.jpg#4r1e,True,two girls are standing in front of an american flag,1,False,False,False,two girls in front of a flag is the same as two girls in front of a flag,1.0,False,False,False,False,False,True
selected,3ZY8KE4ISKFZOX7YDHTEBXGSYHMVQL,6053720349.jpg#4r1c,True,a baby is not a man,1,False,False,False,a baby is not a man and a suitcase is not a hot dog,1.0,False,False,False,True,False,False
selected,3ZY8KE4ISKFZOX7YDHTEBXGSYHMVQL,1606988704.jpg#4r2n,True,just because the children are in a field doesn't mean they are visiting a farm,0.6666666666666666,False,False,False,"three children are playing with hay, but we cannot say for sure if it is a farm",1.0,False,False,False,False,True,False
selected,3ZY8KE4ISKFZOX7YDHTEBXGSYHMVQL,160566014.jpg#0r5c,True,the people cannot be sitting on the back of a car and reading the newspaper at the park simultaneously,0.6666666666666666,False,True,False,sitting on a car is different from reading a newspaper at the park,,False,True,False,False,False,False
selected,3ZY8KE4ISKFZOX7YDHTEBXGSYHMVQL,3560502528.jpg#1r1c,True,the bike is either red or green,1,False,False,False,the bike is either red or green,1.0,False,False,False,False,False,True
selected,3ZY8KE4ISKFZOX7YDHTEBXGSYHMVQL,618771382.jpg#4r1e,True,two girls are standing in front of an american flag,1,False,False,False,two girls in front of a flag is the same as two girls in front of a flag,1.0,False,False,False,True,False,False
selected,3MAOD8E57RM6PPZ1X42FVOI89EFNXV,6053720349.jpg#4r1c,True,a baby is not a man,1,False,False,False,a baby is not a man and a suitcase is not a hot dog,1.0,False,False,False,True,False,False
selected,3MAOD8E57RM6PPZ1X42FVOI89EFNXV,1606988704.jpg#4r2n,True,just because the children are in a field doesn't mean they are visiting a farm,1,False,False,False,"three children are playing with hay, but we cannot say for sure if it is a farm",1.0,False,False,False,False,True,False
selected,3MAOD8E57RM6PPZ1X42FVOI89EFNXV,160566014.jpg#0r5c,True,the people cannot be sitting on the back of a car and reading the newspaper at the park simultaneously,0.6666666666666666,False,False,True,sitting on a car is different from reading a newspaper at the park,0.6666666666666666,False,False,True,False,False,True
selected,3MAOD8E57RM6PPZ1X42FVOI89EFNXV,3560502528.jpg#1r1c,True,the bike is either red or green,1,False,False,False,the bike is either red or green,1.0,False,False,False,False,False,False
selected,3MAOD8E57RM6PPZ1X42FVOI89EFNXV,618771382.jpg#4r1e,True,two girls are standing in front of an american flag,0,False,False,True,two girls in front of a flag is the same as two girls in front of a flag,0.0,False,False,True,False,False,True
selected,39N5ACM9HFZGRETGA39TJA1L2UCP95,4828433053.jpg#0r3c,True,"if nobody has shorts, then the person cannot be wearing shorts",1,False,False,False,person is contradictory to nobody,0.6666666666666666,False,False,False,True,False,False
selected,39N5ACM9HFZGRETGA39TJA1L2UCP95,48614561.jpg#4r1n,True,the baby is not necessarily hungry,1,False,False,False,the crying baby is crying for the toy and may not for food,1.0,False,False,False,True,False,False
selected,39N5ACM9HFZGRETGA39TJA1L2UCP95,2705922624.jpg#4r1n,True,the man is not necessarily taking a video for a movie,1,False,False,False,we cant assure that a man taking a video of girls outside for a movie,0.6666666666666666,False,False,False,True,False,False
selected,39N5ACM9HFZGRETGA39TJA1L2UCP95,1737441377.jpg#0r2n,True,the man and boy are not necessarily selling vegetables at a market,1,False,False,False,"though the placement of the seat and wheeled cart suggest selling of vegetables, there is no way for sure to know they are being sold. there is no evidence in the photo of a market and also no way to determine if the boy is the man's son",1.0,False,False,False,False,True,False
selected,39N5ACM9HFZGRETGA39TJA1L2UCP95,1558753996.jpg#2r1n,True,a man playing a guitar is a musician,1,False,False,False,the man is playing a musical instrument,1.0,False,False,False,False,False,True
selected,3MH9DQ757XO8YTOK5VEXLXA7EOCUGA,4828433053.jpg#0r3c,True,"if nobody has shorts, then the person cannot be wearing shorts",1,False,False,False,person is contradictory to nobody,0.6666666666666666,False,False,False,True,False,False
selected,3MH9DQ757XO8YTOK5VEXLXA7EOCUGA,48614561.jpg#4r1n,True,the baby is not necessarily hungry,1,False,False,False,the crying baby is crying for the toy and may not for food,1.0,False,False,False,True,False,False
selected,3MH9DQ757XO8YTOK5VEXLXA7EOCUGA,2705922624.jpg#4r1n,True,the man is not necessarily taking a video for a movie,1,False,False,False,we cant assure that a man taking a video of girls outside for a movie,1.0,False,False,False,False,True,False
selected,3MH9DQ757XO8YTOK5VEXLXA7EOCUGA,1737441377.jpg#0r2n,True,the man and boy are not necessarily selling vegetables at a market,1,False,False,False,"though the placement of the seat and wheeled cart suggest selling of vegetables, there is no way for sure to know they are being sold. there is no evidence in the photo of a market and also no way to determine if the boy is the man's son",1.0,False,False,False,False,True,False
selected,3MH9DQ757XO8YTOK5VEXLXA7EOCUGA,1558753996.jpg#2r1n,True,a man playing a guitar is a musician,1,False,False,False,the man is playing a musical instrument,1.0,False,False,False,False,True,False
selected,3Z3ZLGNNSJ6FCO5FT7N8S2O97YN3QS,4828433053.jpg#0r3c,True,"if nobody has shorts, then the person cannot be wearing shorts",1,False,False,False,person is contradictory to nobody,0.3333333333333333,False,False,False,True,False,False
selected,3Z3ZLGNNSJ6FCO5FT7N8S2O97YN3QS,48614561.jpg#4r1n,True,the baby is not necessarily hungry,1,False,False,False,the crying baby is crying for the toy and may not for food,1.0,False,False,False,False,True,False
selected,3Z3ZLGNNSJ6FCO5FT7N8S2O97YN3QS,2705922624.jpg#4r1n,True,the man is not necessarily taking a video for a movie,1,False,False,False,we cant assure that a man taking a video of girls outside for a movie,1.0,False,False,False,False,False,True
selected,3Z3ZLGNNSJ6FCO5FT7N8S2O97YN3QS,1737441377.jpg#0r2n,True,the man and boy are not necessarily selling vegetables at a market,1,False,False,False,"though the placement of the seat and wheeled cart suggest selling of vegetables, there is no way for sure to know they are being sold. there is no evidence in the photo of a market and also no way to determine if the boy is the man's son",1.0,False,False,False,False,False,True
selected,3Z3ZLGNNSJ6FCO5FT7N8S2O97YN3QS,1558753996.jpg#2r1n,True,a man playing a guitar is a musician,1,False,False,False,the man is playing a musical instrument,1.0,False,False,False,False,False,True
selected,37U1UTWH9WY1PMQLI374O96PJ4R8RW,4828433053.jpg#0r3c,True,"if nobody has shorts, then the person cannot be wearing shorts",1,False,False,False,person is contradictory to nobody,1.0,False,False,False,False,False,True
selected,37U1UTWH9WY1PMQLI374O96PJ4R8RW,48614561.jpg#4r1n,True,the baby is not necessarily hungry,0.6666666666666666,True,False,False,the crying baby is crying for the toy and may not for food,0.6666666666666666,True,False,False,False,False,True
selected,37U1UTWH9WY1PMQLI374O96PJ4R8RW,2705922624.jpg#4r1n,True,the man is not necessarily taking a video for a movie,0.6666666666666666,True,False,False,we cant assure that a man taking a video of girls outside for a movie,0.6666666666666666,True,False,False,False,False,True
selected,37U1UTWH9WY1PMQLI374O96PJ4R8RW,1737441377.jpg#0r2n,True,the man and boy are not necessarily selling vegetables at a market,0.6666666666666666,False,False,False,"though the placement of the seat and wheeled cart suggest selling of vegetables, there is no way for sure to know they are being sold. there is no evidence in the photo of a market and also no way to determine if the boy is the man's son",0.6666666666666666,False,False,False,False,False,True
selected,386PBUZZXG9F65RR4N7ZRN64TNOJLT,1558753996.jpg#2r1n,True,a man playing a guitar is a musician,1,False,False,False,the man is playing a musical instrument,1.0,False,False,False,True,False,False
selected,326O153BMJAOXDH7D5YKBUL7F9VDEX,7003919692.jpg#0r2n,True,just because people are walking down a street doesn't mean they are in search of a store to shop at,1,False,False,False,"though there are black people traversing down a street, it is not clear whether they are in search of a store",1.0,False,False,False,False,False,True
selected,326O153BMJAOXDH7D5YKBUL7F9VDEX,5631556013.jpg#1r1c,True,the boy cannot be jumping and asleep simultaneously,1,False,False,False,one cannot leap while asleep,1.0,False,False,False,False,False,True
selected,326O153BMJAOXDH7D5YKBUL7F9VDEX,4071750215.jpg#4r1n,True,just because a girl is throwing leaves into the air doesn't mean she is raking them,1,False,False,False,the girl is sitting in leaves. it is unclear if she jumped and whether it was after raking,0.0,False,False,False,True,False,False
selected,326O153BMJAOXDH7D5YKBUL7F9VDEX,4347441967.jpg#1r1c,True,a young boy is either running away screaming or practicing martial arts,0,False,False,True,"the young boy is not running away, he's facing off against a man in a black cape",1.0,False,False,True,False,True,False
selected,326O153BMJAOXDH7D5YKBUL7F9VDEX,141203926.jpg#4r4c,True,the husband is either alone or with his wife,0,False,True,True,the woman can not also be the husband,1.0,False,True,True,False,True,False
selected,3N4BPTXIO94D0FK3VMZCJP20L6WKU8,7003919692.jpg#0r2n,True,just because people are walking down a street doesn't mean they are in search of a store to shop at,1,False,False,False,"though there are black people traversing down a street, it is not clear whether they are in search of a store",1.0,False,False,False,False,False,True
selected,3N4BPTXIO94D0FK3VMZCJP20L6WKU8,5631556013.jpg#1r1c,True,the boy cannot be jumping and asleep simultaneously,1,False,False,False,one cannot leap while asleep,1.0,False,False,False,False,False,True
selected,3N4BPTXIO94D0FK3VMZCJP20L6WKU8,4071750215.jpg#4r1n,True,just because a girl is throwing leaves into the air doesn't mean she is raking them,1,False,False,False,the girl is sitting in leaves. it is unclear if she jumped and whether it was after raking,0.6666666666666666,False,False,False,True,False,False
selected,3N4BPTXIO94D0FK3VMZCJP20L6WKU8,4347441967.jpg#1r1c,True,a young boy is either running away screaming or practicing martial arts,0.6666666666666666,False,False,True,"the young boy is not running away, he's facing off against a man in a black cape",1.0,False,False,True,False,True,False
selected,3N4BPTXIO94D0FK3VMZCJP20L6WKU8,141203926.jpg#4r4c,True,the husband is either alone or with his wife,0,False,True,False,the woman can not also be the husband,1.0,False,True,False,False,True,False
selected,3OLF68YTNADI5KERO6RO3BY163XAFM,5631556013.jpg#1r1c,True,the boy cannot be jumping and asleep simultaneously,0.6666666666666666,False,True,False,one cannot leap while asleep,0.3333333333333333,False,True,False,False,False,False
selected,3OLF68YTNADI5KERO6RO3BY163XAFM,4347441967.jpg#1r1c,True,a young boy is either running away screaming or practicing martial arts,1,False,False,False,"the young boy is not running away, he's facing off against a man in a black cape",1.0,False,False,False,False,True,False
selected,3OLF68YTNADI5KERO6RO3BY163XAFM,141203926.jpg#4r4c,True,the husband is either alone or with his wife,0,False,True,False,the woman can not also be the husband,0.0,False,True,False,False,False,True
selected,34X6J5FLPUAQX274WSFV895Y3USJQ1,5631556013.jpg#1r1c,True,the boy cannot be jumping and asleep simultaneously,0,False,True,False,one cannot leap while asleep,0.0,False,True,False,False,False,True
selected,34X6J5FLPUAQX274WSFV895Y3USJQ1,141203926.jpg#4r4c,True,the husband is either alone or with his wife,0,False,True,False,the woman can not also be the husband,0.0,False,True,False,False,False,True
selected,3X4MXAO0BH0CFNM3G6NA2P9B1E0WRB,512309690.jpg#4r1n,True,a woman playing an instrument is not assumed to be performing a concert,1,False,False,False,"the women could be performing a concert, or she could be teaching a music lesson. the photo does not specify",1.0,False,False,False,True,False,False
selected,3X4MXAO0BH0CFNM3G6NA2P9B1E0WRB,4859170265.jpg#1r2e,True,two blond women are standing together in public in a crowded area,1,False,False,False,females are women,0.3333333333333333,False,False,False,True,False,False
selected,3X4MXAO0BH0CFNM3G6NA2P9B1E0WRB,688926797.jpg#4r1e,True,a woman is on her feet because she is standing,1,False,False,False,standing means on feet,1.0,False,False,False,False,False,True
selected,3X4MXAO0BH0CFNM3G6NA2P9B1E0WRB,3431671749.jpg#0r1c,True,a car is not a horse,1,False,False,False,a horse is a animal and a car is a machine,1.0,False,False,False,False,False,True
selected,3X4MXAO0BH0CFNM3G6NA2P9B1E0WRB,620595746.jpg#1r1e,True,a woman is a lady,0.6666666666666666,False,False,True,walking down a beach crowded implies that she was walking on beach between crowd,0.3333333333333333,False,False,True,True,False,False
selected,3MB8LZR5BG5AHPX9M87BS26H8F0KLB,512309690.jpg#4r1n,True,a woman playing an instrument is not assumed to be performing a concert,1,False,False,False,"the women could be performing a concert, or she could be teaching a music lesson. the photo does not specify",1.0,False,False,False,True,False,False
selected,3MB8LZR5BG5AHPX9M87BS26H8F0KLB,4859170265.jpg#1r2e,True,two blond women are standing together in public in a crowded area,1,False,False,False,females are women,0.6666666666666666,False,False,False,True,False,False
selected,3MB8LZR5BG5AHPX9M87BS26H8F0KLB,688926797.jpg#4r1e,True,a woman is on her feet because she is standing,1,False,False,False,standing means on feet,1.0,False,False,False,True,False,False
selected,3MB8LZR5BG5AHPX9M87BS26H8F0KLB,3431671749.jpg#0r1c,True,a car is not a horse,1,False,False,False,a horse is a animal and a car is a machine,1.0,False,False,False,True,False,False
selected,3MB8LZR5BG5AHPX9M87BS26H8F0KLB,620595746.jpg#1r1e,True,a woman is a lady,0.6666666666666666,False,False,True,walking down a beach crowded implies that she was walking on beach between crowd,0.6666666666666666,False,False,True,False,False,True
selected,3FE2ERCCZYKJY1XMCSSBG0WAXUDOPZ,512309690.jpg#4r1n,True,a woman playing an instrument is not assumed to be performing a concert,1,False,False,False,"the women could be performing a concert, or she could be teaching a music lesson. the photo does not specify",1.0,False,False,False,False,False,True
selected,3FE2ERCCZYKJY1XMCSSBG0WAXUDOPZ,4859170265.jpg#1r2e,True,two blond women are standing together in public in a crowded area,0.6666666666666666,False,False,True,females are women,0.6666666666666666,False,False,True,False,False,False
selected,3FE2ERCCZYKJY1XMCSSBG0WAXUDOPZ,688926797.jpg#4r1e,True,a woman is on her feet because she is standing,1,False,False,False,standing means on feet,1.0,False,False,False,False,False,True
selected,3FE2ERCCZYKJY1XMCSSBG0WAXUDOPZ,3431671749.jpg#0r1c,True,a car is not a horse,1,False,False,False,a horse is a animal and a car is a machine,1.0,False,False,False,False,True,False
selected,3FE2ERCCZYKJY1XMCSSBG0WAXUDOPZ,620595746.jpg#1r1e,True,a woman is a lady,0.6666666666666666,False,False,True,walking down a beach crowded implies that she was walking on beach between crowd,0.0,False,False,True,True,False,False
selected,3SBEHTYCWOF3BTEK5KBP9UT0POKYI7,4859170265.jpg#1r2e,True,two blond women are standing together in public in a crowded area,1,False,False,False,females are women,1.0,False,False,False,True,False,False
selected,3SBEHTYCWOF3BTEK5KBP9UT0POKYI7,688926797.jpg#4r1e,True,a woman is on her feet because she is standing,1,False,False,False,standing means on feet,1.0,False,False,False,True,False,False
selected,3SBEHTYCWOF3BTEK5KBP9UT0POKYI7,3431671749.jpg#0r1c,True,a car is not a horse,1,False,False,False,a horse is a animal and a car is a machine,1.0,False,False,False,True,False,False
selected,3SBEHTYCWOF3BTEK5KBP9UT0POKYI7,620595746.jpg#1r1e,True,a woman is a lady,1,False,False,False,walking down a beach crowded implies that she was walking on beach between crowd,1.0,False,False,False,True,False,False
selected,3GLB5JMZFY7MHRDYJ0O8BX6JSNWDGW,4859170265.jpg#1r2e,True,two blond women are standing together in public in a crowded area,1,False,False,False,females are women,1.0,False,False,False,True,False,False
selected,3GLB5JMZFY7MHRDYJ0O8BX6JSNWDGW,688926797.jpg#4r1e,True,a woman is on her feet because she is standing,1,False,False,False,standing means on feet,1.0,False,False,False,True,False,False
selected,3GLB5JMZFY7MHRDYJ0O8BX6JSNWDGW,620595746.jpg#1r1e,True,a woman is a lady,1,False,False,False,walking down a beach crowded implies that she was walking on beach between crowd,1.0,False,False,False,True,False,False
selected,3NXNZ5RS1B9RL8PGEHFCJOA021H97V,20702864.jpg#4r1e,True,city workers are working outside on the street,0.6666666666666666,False,False,True,construction workers are jackhammering implies to workers are working outside,1.0,False,False,True,False,True,False
selected,3NXNZ5RS1B9RL8PGEHFCJOA021H97V,177591612.jpg#0r3c,True,the men cannot be doing a handstand and swimming simultaneously,1,False,False,False,the men are either posing or swimming,0.0,False,False,False,True,False,False
selected,3NXNZ5RS1B9RL8PGEHFCJOA021H97V,4948865477.jpg#4r1c,True,the man cannot be sitting in a folding chair and enjoying the sun at the same time,0,False,False,True,the man cannot be trying to find shelter from the rain while enjoying the sun at the same time,1.0,False,False,True,False,True,False
selected,3NXNZ5RS1B9RL8PGEHFCJOA021H97V,3799708677.jpg#2r1n,True,just because two men are talking doesn't mean they are talking about problems,1,False,False,False,problems- although they are both talking they could be talking about anythingindeed there are two men,1.0,False,False,False,False,False,True
selected,3DBQWDE4Y7AXN6FRRYJK35ROGJ5N5T,20702864.jpg#4r1e,True,city workers are working outside on the street,1,False,False,False,construction workers are jackhammering implies to workers are working outside,1.0,False,False,False,False,False,False
selected,3DBQWDE4Y7AXN6FRRYJK35ROGJ5N5T,177591612.jpg#0r3c,True,the men cannot be doing a handstand and swimming simultaneously,0,False,True,False,the men are either posing or swimming,1.0,False,True,False,False,True,False
selected,3DBQWDE4Y7AXN6FRRYJK35ROGJ5N5T,4964794183.jpg#0r1e,True,a man and two women are in front of a crowd because they are in front of a crowd of people,1,False,False,False,answer: there are 3 people a man and 2 women in front of a crowd,1.0,False,False,False,True,False,False
selected,3AZHRG4CU5WROV0GC9TTDWXRUSK03I,20702864.jpg#4r1e,True,city workers are working outside on the street,1,False,False,False,construction workers are jackhammering implies to workers are working outside,1.0,False,False,False,True,False,False
selected,3AZHRG4CU5WROV0GC9TTDWXRUSK03I,177591612.jpg#0r3c,True,the men cannot be doing a handstand and swimming simultaneously,0,True,False,False,the men are either posing or swimming,0.6666666666666666,True,False,False,False,True,False
selected,3AZHRG4CU5WROV0GC9TTDWXRUSK03I,4948865477.jpg#4r1c,True,the man cannot be sitting in a folding chair and enjoying the sun at the same time,0,False,False,True,the man cannot be trying to find shelter from the rain while enjoying the sun at the same time,0.0,False,False,True,False,False,True
selected,3AZHRG4CU5WROV0GC9TTDWXRUSK03I,4964794183.jpg#0r1e,True,a man and two women are in front of a crowd because they are in front of a crowd of people,1,False,False,False,answer: there are 3 people a man and 2 women in front of a crowd,1.0,False,False,False,False,True,False
selected,3RJSC4XJ116U2ANKQSHMSTVB8PJ05I,20702864.jpg#4r1e,True,city workers are working outside on the street,1,False,False,False,construction workers are jackhammering implies to workers are working outside,1.0,False,False,False,False,False,True
selected,3RJSC4XJ116U2ANKQSHMSTVB8PJ05I,177591612.jpg#0r3c,True,the men cannot be doing a handstand and swimming simultaneously,1,False,False,False,the men are either posing or swimming,1.0,False,False,False,False,False,True
selected,3RJSC4XJ116U2ANKQSHMSTVB8PJ05I,4964794183.jpg#0r1e,True,a man and two women are in front of a crowd because they are in front of a crowd of people,1,False,False,False,answer: there are 3 people a man and 2 women in front of a crowd,1.0,False,False,False,False,False,True
selected,3RJSC4XJ116U2ANKQSHMSTVB8PJ05I,3799708677.jpg#2r1n,True,just because two men are talking doesn't mean they are talking about problems,1,False,False,False,problems- although they are both talking they could be talking about anythingindeed there are two men,1.0,False,False,False,False,False,True
selected,3570Y55XZQVPF28PFWBMOIGKAAEGYH,20702864.jpg#4r1e,True,city workers are working outside on the street,1,False,False,False,construction workers are jackhammering implies to workers are working outside,1.0,False,False,False,True,False,False
selected,3570Y55XZQVPF28PFWBMOIGKAAEGYH,177591612.jpg#0r3c,True,the men cannot be doing a handstand and swimming simultaneously,1,False,False,False,the men are either posing or swimming,1.0,False,False,False,False,True,False
selected,3570Y55XZQVPF28PFWBMOIGKAAEGYH,4964794183.jpg#0r1e,True,a man and two women are in front of a crowd because they are in front of a crowd of people,1,False,False,False,answer: there are 3 people a man and 2 women in front of a crowd,1.0,False,False,False,False,True,False
selected,32AT8R96GMLBOYXB0V8EABTA20ZSUN,19469520.jpg#4r1c,True,cyclists cannot be standing and sitting at the same time,1,False,False,False,"if cyclists are sitting in canoes, they do not await the start of a race",0.0,False,False,False,True,False,False
selected,32AT8R96GMLBOYXB0V8EABTA20ZSUN,2834752476.jpg#1r1e,True,a man sitting on a couch is inside,0.6666666666666666,False,False,True,the man is inside implies that he is in a room,0.6666666666666666,False,False,True,False,False,True
selected,32AT8R96GMLBOYXB0V8EABTA20ZSUN,288038357.jpg#4r1c,True,the man cannot be tapdancing and working on a roof simultaneously,1,False,False,False,working and tapdancing is differ in action,1.0,False,False,False,False,False,True
selected,32AT8R96GMLBOYXB0V8EABTA20ZSUN,4586247564.jpg#1r1c,True,a person cannot be walking along a trail in the mountains and walking along a pier at the same time,1,False,False,False,"person is either at the ocean or mountains, on a trail or concrete path",0.0,False,False,False,True,False,False
selected,32AT8R96GMLBOYXB0V8EABTA20ZSUN,151215569.jpg#2r4n,True,the girl cannot be sitting on the man's shoulders and covering the man's eyes at the same time,0.3333333333333333,False,False,True,the girl has both hands away from his head and does not cover his eyes,1.0,False,False,True,False,True,False
selected,3Y4W8Q93L0W5ZO3T8VNUBY9TF4CDVH,19469520.jpg#4r1c,True,cyclists cannot be standing and sitting at the same time,1,False,False,False,"if cyclists are sitting in canoes, they do not await the start of a race",1.0,False,False,False,False,True,False
selected,3Y4W8Q93L0W5ZO3T8VNUBY9TF4CDVH,2834752476.jpg#1r1e,True,a man sitting on a couch is inside,1,False,False,False,the man is inside implies that he is in a room,0.3333333333333333,False,False,False,True,False,False
selected,3Y4W8Q93L0W5ZO3T8VNUBY9TF4CDVH,288038357.jpg#4r1c,True,the man cannot be tapdancing and working on a roof simultaneously,1,False,False,False,working and tapdancing is differ in action,1.0,False,False,False,True,False,False
